ID,Name,Pos,Price,Team,Pts,34,35,36,37,38
176643,Struijk,DEF,4.1,LEE,,1.147065967,0.792719111,1.45334039,1.410746632,1.127800568
192205,M Sorensen,DEF,4.5,BRE,,2.1549006,1.753606549,2.723029254,2.509692704,2.738207705
192204,Roerslev,DEF,4.4,BRE,,1.698185612,1.259598658,1.210330902,1.012006283,0.86437105
182753,Marcal,DEF,4.7,WOL,,2.720506243,3.080702471,1.770063238,3.960178506,1.234973778
45053,Lindelof,DEF,4.9,MUN,,0.972904626,0.901735052,0.818187139,0,0.807056711
23018,J Ward,DEF,4.3,CRY,,0.8431309,0.722976729,0.917152357,1.179876197,0.732017462
106466,Kilman,DEF,4.8,WOL,,2.720506243,3.007250266,1.781436979,4.177764696,1.236987023
180456,Koch,DEF,4.3,LEE,,1.743771826,1.24882982,2.172071085,2.099335069,1.71050155
23503,Cathcart,DEF,4.1,WAT,,0.729765529,2.569366265,3.798839477,2.09391007,1.223912711
226790,Perraud,DEF,5,SOU,,2.559786985,3.065284101,2.4821734,1.734002786,2.225526743
178132,Tsimikas,DEF,4.4,LIV,,0.484815037,0.439389167,0.415911675,0.419902751,0.483982262
23101,Amartey,DEF,4.1,LEI,,0.586681426,0.405055469,0.789190017,0.611973687,0.59165741
139838,Krafth,DEF,4.5,NEW,,2.45984038,1.371122777,0.925656445,1.308483206,1.2639595
91162,Jonny,DEF,4.7,WOL,,2.794737814,3.150290965,1.787943746,4.04082719,1.235312857
192197,Pinnock,DEF,4.5,BRE,,2.155826778,1.691879713,2.754043311,2.561086039,3.034885932
131320,Holgate,DEF,4.5,EVE,,1.256296013,2.183699499,3.743632524,4.456513713,1.885505637
45072,Lascelles,DEF,4.3,NEW,,1.487415408,0.985651121,0.730108055,1.105368552,1.17307313
132423,Hause,DEF,4.5,AVL,,0,0.518302386,0.40609326,0.482242786,0.273699494
226984,Firpo,DEF,4.3,LEE,,1.514721313,1.072751425,1.836980257,1.866722085,1.495784951
230254,Duffy,DEF,4.6,BHA,,3.573474847,3.345914199,3.032696622,3.013431846,3.44371374
23260,Walker,DEF,5.6,MCI,,4.191151772,2.884289052,3.428296046,4.006887179,3.127125209
24075,Holding,DEF,4.6,ARS,,2.635521668,2.211035605,2.686820474,1.853520763,2.116653392
23000,Zouma,DEF,5.2,WHU,,2.192049239,3.084800514,3.691568125,2.095388283,2.974866071
242874,Kenny,DEF,4.4,EVE,,1.21122272,2.189108609,4.061122501,4.870506863,1.880537989
23120,Gomez,DEF,5,LIV,,0.669708918,0.610832481,0.56546571,0.582317134,0.670814792
25865,Manquillo,DEF,4,NEW,,0.595131769,0.361166791,0.184604139,0.217926225,0.229321531
23015,Tomkins,DEF,4.5,CRY,,0.983608549,0.84520737,1.066395511,1.272207501,0.855774625
45117,Ritchie,DEF,4.2,NEW,,0.888947227,0.583480029,0.384030956,0.509857771,0.536116886
256301,Lyanco,DEF,4.5,SOU,,2.498371918,3.061896546,2.391102597,1.575553608,2.097652899
134588,Pieters,DEF,4.6,BUR,,3.190592457,2.697102442,2.772971878,3.324921167,3.094200018
88479,Masina,DEF,4.4,WAT,,0.923156613,2.931343949,4.448451259,2.421638647,1.455171226
192718,Byram,DEF,4.5,NOR,,2.63667264,1.656487614,3.511745,2.183280084,1.560232898
23037,Kelly,DEF,4,CRY,,0.060384775,0.053983424,0.064674938,0.240360183,0.054106066
225298,Ngakia,DEF,4.5,WAT,,0.992541201,2.930427173,4.307385227,2.438365518,1.50770772
24382,Masuaku,DEF,4.9,WHU,,1.69885601,2.172989463,2.455421672,1.530441153,1.979802431
225479,Giannoulis,DEF,4.5,NOR,,2.611402836,1.641533659,3.486298268,2.166294787,1.542253635
280711,Toti,DEF,4.5,WOL,,0.181569203,0.163806256,0.068345057,0.025725278,0.018309347
88450,Fredericks,DEF,4.5,WHU,,1.626358347,2.103378898,2.383940374,1.449871958,1.896536102
225312,Mosquera,DEF,4.5,WOL,,0.176837375,0.156873507,0.063825248,0.02280969,0
192734,Zimmermann,DEF,4.4,NOR,,2.469801992,1.510090152,3.263393917,2.03298383,1.414678351
23241,Bertrand,DEF,4.5,LEI,,2.15280732,1.337494963,4.009391138,2.772156603,2.200669044
23242,J Stephens,DEF,4.5,SOU,,2.504778113,3.095648699,2.395228709,1.541550083,2.089267515
88625,Vestergaard,DEF,4.9,LEI,,2.644407491,1.609368871,5.155133439,3.527408079,2.700950532
184652,Hoever,DEF,4.5,WOL,,0.087662941,0.095970543,0.071021839,0.081861763,0.059729381
262155,Nkoulou,DEF,4.5,WAT,,0.943467978,2.917542013,4.368016331,2.416435954,1.467128213
23466,F Fernandez,DEF,4.4,NEW,,1.517521576,1.009810005,0.753546304,1.13750349,1.206848678
23252,Bardsley,DEF,4,BUR,,0.089987625,0.079604812,0,0,0
45114,Dummett,DEF,4.5,NEW,,1.542156313,1.030438206,0.77415878,1.164840327,1.235377497
230255,Jach,DEF,4.5,CRY,,0.864382971,0.741970719,0.939694438,1.192360241,0.751129015
189708,Rodon,DEF,4.5,TOT,,0,0,0.022946991,0,0
192749,J Sorensen,DEF,4.5,NOR,,2.616775047,1.616530235,3.566725457,2.157478801,1.514172954
242875,Branthwaite,DEF,4,EVE,,0,0,0.024550552,0.02638731,0
23171,Bailly,DEF,5,MUN,,0.985777432,0.891847607,0.809215789,0,0.798207405
23289,K Long,DEF,4,BUR,,0.057897377,0,0,0,0
273846,McCarron,DEF,4,LEE,,0,0,0.013649562,0,0
274845,P Jones,DEF,4.5,MUN,,0,0,0,0,0
260200,C Cresswell,DEF,4.5,LEE,,2.338146459,1.496792636,3.331256328,2.935886261,2.279595288
274593,Bradley,DEF,4,LIV,,0,0,0,0,0
274594,Beck,DEF,4,LIV,,0,0,0,0,0
274592,Koumetio,DEF,4,LIV,,0,0,0,0,0
280703,Kenedy,DEF,5,CHE,,0,0,0,0,0
242872,Valery,DEF,4,SOU,,0,0,0,0,0
273787,Ashby,DEF,4,WHU,,0,0,0,0,0
280662,Hjelde,DEF,4.5,LEE,,2.344664179,1.500965033,3.3405424,2.944070216,2.285949794
192723,Omobamidele,DEF,4,NOR,,0,0,0,0,0
225300,Troost-Ekong,DEF,4.2,WAT,,0.729765529,2.569366265,3.798839477,2.09391007,1.223912711
203020,Kabak,DEF,4.3,NOR,,2.364332529,1.437633303,3.183238066,1.930236102,1.359232638
259132,Zanka,DEF,4.5,BRE,,2.155826778,1.691879713,2.777164565,2.539600356,2.810798647
225299,Sierralta,DEF,4.5,WAT,,0.923156613,2.931343949,4.448451259,2.421638647,1.455171226
274923,Patterson,DEF,4.5,EVE,,1.21122272,2.189108609,4.061122501,4.870506863,1.880537989
178020,N Ferguson,DEF,4.5,CRY,,0.8431309,0.722976729,0.917152357,1.179876197,0.732017462
157546,Tanganga,DEF,4.6,TOT,,0,0,0.022946991,0,0
88449,Diop,DEF,4.9,WHU,,1.626358347,2.103378898,2.383940374,1.449871958,1.896536102
23278,Ogbonna,DEF,5.1,WHU,,1.900486106,2.456288011,2.849372766,1.788380773,2.392477111
88464,Doherty,DEF,5.2,TOT,,3.143144692,3.536080981,4.413691975,4.057717403,3.807425126
91483,Digne,DEF,5.2,AVL,,2.85294357,4.525147662,5.272767473,7.16722791,1.617589317
23188,Shaw,DEF,5.4,MUN,,4.251618059,3.375431963,2.938683694,0,2.896131631
139989,Tierney,DEF,5.7,ARS,,3.349912392,3.142872751,6.088226882,3.598881632,4.278279336
24083,Chilwell,DEF,6.4,CHE,,6.647806997,4.242250103,7.276673733,4.484832209,5.083328328
45106,Salah,MID,13.5,LIV,,8.495507506,7.185625149,11.75770361,7.367257268,7.852730877
23472,Son,MID,10.5,TOT,,5.960480483,6.785741876,9.202582062,7.007596407,7.039334696
278661,Coutinho,MID,6.6,AVL,,5.157538491,6.73958727,8.394366853,9.487109638,4.062543755
23126,Mane,MID,10.6,LIV,,7.366828641,6.23600711,9.716611847,6.381259484,6.767695635
182529,Havertz,MID,7.9,CHE,,8.151146503,5.174695046,8.392668375,5.698788261,6.204865988
139802,Mount,MID,7.2,CHE,,7.34190972,4.612586804,7.343272051,4.963938817,5.347724674
23161,De Bruyne,MID,11.4,MCI,,7.10862579,6.013421682,6.356797133,8.924622468,6.094626476
