ID,Name,Pos,Price,Team,Pts,30,31,32,33,34,35,36,37,38
192195,Henry,DEF,4.6,BRE,,2.359059912,1.867159871,2.960962357,2.828331168,2.454830096,1.947203723,3.101216962,2.824964241,3.175534817
23101,Amartey,DEF,4.1,LEI,,2.561598036,0.830820953,0.904315544,0.312022714,0.210293697,0.157865926,0.233589496,0.194812567,0.213097733
176643,Struijk,DEF,4.1,LEE,,2.418137113,1.57377633,1.137435826,0,1.095008628,0.778038308,1.373283306,1.299802098,1.131196017
257276,Tomiyasu,DEF,4.8,ARS,,2.070600522,2.966560764,3.455369879,4.591738189,2.806704057,2.627876285,3.344527753,4.206231905,3.586639089
192193,Jansson,DEF,4.5,BRE,,2.122624419,1.640888566,2.760713048,2.593223135,2.250189482,1.708568214,2.901001117,2.596594704,2.966371497
94552,N Mendy,MID,4.5,LEI,,2.369934577,0.521313394,0.284199242,0.267815756,0.281418305,0.268430118,0.276034612,0.26518518,0.282215023
186817,Coufal,DEF,4.9,WHU,,1.883966585,2.74319832,2.363861828,2.861819098,1.766743837,2.274991408,2.619435187,1.730111346,2.269426088
23278,Ogbonna,DEF,5.1,WHU,,1.883966585,2.74319832,2.363861828,2.861819098,1.766743837,2.274991408,2.619435187,1.730111346,2.269426088
24382,Masuaku,DEF,4.9,WHU,,1.966165828,2.134415539,1.864157852,2.221352471,1.442491654,1.797869695,2.038520873,1.412434845,1.805699717
179153,Rodrigo,FWD,5.9,LEE,,1.795388255,2.589298806,2.759231211,0,2.540874338,2.431628283,3.8772874,2.735046977,2.627292275
88449,Diop,DEF,4.9,WHU,,1.882576048,2.036511415,1.770577192,2.123227215,1.353875098,1.702369509,1.941697065,1.321515074,1.714584007
88450,Fredericks,DEF,4.5,WHU,,1.852153692,1.884976132,1.629214149,1.968456705,1.229166774,1.563775961,1.79306811,1.198100554,1.576036014
67736,Johnson,DEF,4.3,WHU,,1.797039623,1.850575837,1.595788401,1.933884183,1.197003719,1.530216744,1.758993035,1.165700871,1.542975932
259132,Zanka,DEF,4.5,BRE,,1.833404523,1.500709756,2.308262696,2.184806458,1.920110199,1.521661184,2.412128412,2.203158001,2.439443742
192205,M Sorensen,DEF,4.5,BRE,,1.812298598,1.47133615,2.299480231,2.172797282,1.901194006,1.492453048,2.406021847,2.191824831,2.433770919
234799,Ajer,DEF,4.4,BRE,,1.787687594,1.433186011,2.292349452,2.160700814,1.880679104,1.456916271,2.402648271,2.1793842,2.432725111
176667,Chambers,DEF,4.5,AVL,,1.741181295,1.401947683,1.093683103,0,1.059178121,1.488236432,1.467530712,1.845181552,0.731831134
176648,K Phillips,MID,5,LEE,,1.472786122,2.065030894,2.662789879,0,2.58484229,2.508742564,4.481491812,2.775642676,2.623149783
45106,Salah,MID,13.5,LIV,,0,9.246735376,5.516233269,7.918746258,8.594919162,7.407113118,12.38609315,7.318902535,8.081387092
40266,Calvert-Lewin,FWD,7.7,EVE,,0,7.86491976,4.963351422,5.223816383,4.030881658,4.267640758,8.167017918,8.62938158,4.300025394
92413,Dendoncker,MID,5,WOL,,1.2725593,1.22277912,1.180678485,0,1.196463394,1.223805064,1.366857425,1.315441434,1.09053643
23126,Mane,MID,10.6,LIV,,0,7.757528012,4.722624947,6.659454378,7.216871102,6.280515895,9.831590895,6.203013852,6.801038095
283052,Weghorst,FWD,5.7,BUR,,0,7.136750792,4.304408881,7.030075543,4.20676951,4.168067811,4.181108796,6.50392946,4.332301344
24087,Pope,GK,5.6,BUR,,0,7.160460604,4.042925975,7.068377081,4.15920034,3.830031769,3.891451155,6.668902103,4.057460622
88567,Jota,MID,7.8,LIV,,0,6.893793013,4.363407808,5.980629841,6.450044723,5.662325011,8.399997864,5.593277409,6.111404869
23433,Pickford,GK,4.9,EVE,,0,7.063815675,3.726923249,3.879163382,3.668886797,3.807471308,6.961209498,7.552663472,3.610501035
256300,Cornet,MID,5.7,BUR,,0,6.841966582,4.340067669,6.935504524,4.273753432,4.086770466,4.11400121,6.090286789,4.298077527
96761,McNeil,MID,5.9,BUR,,0,6.788935145,4.078312631,6.874518381,4.094744117,3.93321135,3.984503888,6.391129419,4.142433967
23492,Doucoure,MID,5.9,EVE,,0,6.795589243,3.883486897,4.025494257,3.276595391,3.573241379,6.683348227,7.170702777,3.479306148
35693,Westwood,MID,5.5,BUR,,0,6.42484134,3.74461536,6.413253473,3.813996076,3.630920346,3.721384474,6.000919295,3.86306826
23153,Sterling,MID,9.6,MCI,,0,5.980603285,5.397965245,6.055878748,7.083744045,6.176450102,9.185397176,5.60308261,6.190796249
160701,Fernandes,MID,11.5,MUN,,0,5.876483078,5.260982824,9.385554021,4.751839891,5.933487773,4.865400588,4.764640671,4.999778047
23482,Alli,MID,6.1,EVE,,0,6.17640817,4.130630574,4.105650777,3.369425402,3.639475846,6.105095989,6.514302658,3.566972408
23161,De Bruyne,MID,11.2,MCI,,0,5.711360179,5.163354866,5.778151259,6.696036574,5.875578545,9.012021037,5.361940502,5.893554072
230250,Tavares,DEF,4.6,ARS,,1.084220466,0.377234817,0.416407383,0.336276976,0.367580541,0.351644153,0.412001319,0.54025766,0.42877751
24075,Holding,DEF,4.6,ARS,,1.065570443,0.4593497,0.507973808,0.423376999,0.443000694,0.425431105,0.496153728,0.620566461,0.520659513
45474,Richarlison,FWD,6.7,EVE,,0,5.916034814,3.704848804,3.880177764,3.075848221,3.245127473,6.116962954,6.441765143,3.255239068
161009,Brownhill,MID,5.1,BUR,,0,5.904427079,3.408137046,5.801867227,3.446366306,3.225066607,3.302259925,5.306965231,3.415487208
24079,Gudmundsson,MID,5.4,BUR,,0,5.8516201,3.424669323,5.410346479,3.521755417,3.398848962,3.523356269,5.141113976,3.64454019
23109,Mahrez,MID,8.7,MCI,,0,5.542661536,5.051367401,5.61923658,6.467426642,5.694523141,8.233982492,5.219906161,5.725931524
182529,Havertz,MID,7.9,CHE,,0,5.572702075,4.908713257,5.079339251,5.351179816,5.03110291,8.093636796,7.821611834,5.927321846
259750,Summerville,MID,4.5,LEE,,1.109293826,0.082078153,0,0,0,0,0.015278247,0,0
55898,Foden,MID,8.1,MCI,,0,5.446765858,4.920336943,5.504675394,6.367114311,5.598473749,8.4360048,5.115471617,5.611872975
139802,Mount,MID,7.2,CHE,,0,5.307993307,4.698189269,4.866603793,5.103827478,4.811283707,8.049212766,7.783412732,5.602537634
234800,D Gray,MID,5.8,EVE,,0,5.544034904,3.578290047,3.711565502,3.000664432,3.220984967,5.121249321,5.438433038,3.190249841
132434,Pulisic,MID,7.7,CHE,,0,5.240951104,4.644991618,4.80334584,5.041476885,4.755545843,7.453005238,7.211827834,5.544015357
23194,Rashford,MID,8.3,MUN,,0,5.042533912,4.619709432,7.146984027,4.24314215,5.092866793,4.335687259,4.242524829,4.43211704
228177,Sancho,MID,7.9,MUN,,0,4.98041236,4.569261133,7.595534196,4.196094305,5.038323921,4.296199379,4.209505583,4.388851352
45120,Robertson,DEF,7.8,LIV,,0,5.316639421,2.833392905,4.352042959,5.191767716,4.559237833,7.444766305,4.247748146,5.182602242
132424,Trossard,MID,6.4,BHA,,0,5.007171764,3.915195155,5.995372656,4.531851435,4.123483018,4.351930895,4.327573021,4.454430866
28906,Trent,DEF,8.3,LIV,,0,5.154316569,2.842114976,4.44969812,5.890989126,4.9318455,8.603439192,4.890307139,5.916487419
90826,Alisson,GK,6.4,LIV,,0,4.906712704,4.295110238,4.543149865,4.889519579,4.67006713,8.268705775,4.578324094,4.975128557
23287,Tarkowski,DEF,4.9,BUR,,0,5.063753976,3.324507807,5.24748142,3.63116826,2.890950529,3.094838869,4.143077398,3.547516308
23160,Gundogan,MID,7.4,MCI,,0,4.83440824,4.429104307,4.911096762,5.557127834,4.930755674,7.446090541,4.566329769,4.983165868
131338,Grealish,MID,7.5,MCI,,0,4.784490564,4.385864681,4.861555885,5.497138517,4.878682041,7.280415992,4.52005845,4.932176355
23023,Zaha,MID,7.1,CRY,,0,4.733878581,4.529712213,4.576815644,5.359560807,4.503383135,5.426836324,8.054714332,4.836182943
257280,C Roberts,DEF,4.5,BUR,,0,4.92631965,3.261173784,5.011017126,3.54295819,2.856688137,3.034999733,4.036619558,3.454985328
138601,Cedric,DEF,4.4,ARS,,0.922241049,0.236439059,0.261341595,0.216258288,0.228784326,0.219421041,0.256398708,0.428175105,0.268319544
56987,D Sanchez,DEF,4.6,TOT,,0.793792619,0.870153169,0.689534782,0.833714952,0.761482094,0.800056813,0.482146826,0.982353882,0.838409418
192988,R Sanchez,GK,4.7,BHA,,0,4.682464109,4.00583097,7.308229027,4.362143568,4.287326341,4.13469262,4.156452465,4.293972022
139835,Cancelo,DEF,6.9,MCI,,0,4.80706015,3.632065246,4.92230749,5.360784569,4.415398908,8.273324177,4.112453869,4.808920602
185291,E Mendy,GK,6,CHE,,0,4.707629817,4.318399111,4.409487548,4.5025442,4.397076125,8.269740707,7.836475444,4.67000709
148332,R James,DEF,5.8,CHE,,0,4.733677964,4.154708242,4.369250748,4.69250967,4.460519772,8.061961543,7.201819412,5.264153347
24083,Chilwell,DEF,6.4,CHE,,0,4.733677964,4.154708242,4.369250748,4.69250967,4.460519772,8.061961543,7.201819412,5.264153347
254679,Ronaldo,FWD,11.1,MUN,,0,4.661591367,4.132401487,7.043170705,3.803275921,4.642319511,3.818284837,3.791197429,3.925459313
45113,Ederson,GK,6.2,MCI,,0,4.679330667,4.207532852,4.815704656,4.835100885,4.448672755,8.670274651,4.361933108,4.669309961
23238,van Dijk,DEF,6.7,LIV,,0,4.947981307,2.69745669,4.05666713,4.855545566,4.304445272,7.100483883,3.988875164,4.886303804
77347,Laporte,DEF,6.2,MCI,,0,4.766423734,3.556814059,4.799405278,5.065520548,4.067547916,7.076225743,3.753084822,4.330371203
