ID,Name,Pos,Price,Team,Pts,33,34,35,36,37,38
45117,Ritchie,DEF,4.2,NEW,,1.077348306,0.888580774,0.583178157,0.37799135,0.509459608,0.538165957
226984,Firpo,DEF,4.3,LEE,,0,2.455037766,1.529563748,3.425452783,3.046129662,2.377591565
230254,Duffy,DEF,4.6,BHA,,2.97228478,3.337867377,3.297949231,2.963537687,2.953926874,3.412497499
256301,Lyanco,DEF,4.5,SOU,,4.692582493,2.56726814,3.139390565,2.480642522,1.68626062,2.159634599
23101,Amartey,DEF,4.1,LEI,,0.212680848,0.212866575,0.156252856,0.236500657,0.1966359,0.21223809
23120,Gomez,DEF,5,LIV,,0.576090886,0.663944863,0.604487097,0.557612512,0.566710037,0.66462474
259132,Zanka,DEF,4.5,BRE,,2.374824193,1.955168483,1.610324559,2.482756225,2.359771807,2.566028147
23015,Tomkins,DEF,4.5,CRY,,0.919032783,0.979318741,0.825714611,1.059631137,1.267447167,0.850700096
23171,Bailly,DEF,5,MUN,,4.115440331,2.29281178,0.893544928,0.806568398,0,0.798725794
134588,Pieters,DEF,4.6,BUR,,4.174559846,3.210456141,2.693064225,2.772653107,3.318351754,3.12024806
88479,Masina,DEF,4.4,WAT,,2.75886357,0.920676124,3.019471211,4.529436142,2.449821204,1.479206757
192205,M Sorensen,DEF,4.5,BRE,,2.370629373,1.945424034,1.596944455,2.479342257,2.35550221,2.563497291
225298,Ngakia,DEF,4.5,WAT,,2.764469903,0.991676495,3.015934893,4.383707515,2.465993266,1.531050424
24382,Masuaku,DEF,4.9,WHU,,1.818964973,1.184795126,1.495912548,1.714350642,1.16816462,1.536310272
23037,Kelly,DEF,4,CRY,,0.057927836,0.060181198,0.053020731,0.064389451,0.240133196,0.053868059
88450,Fredericks,DEF,4.5,WHU,,1.703768153,1.08460048,1.387990145,1.600966174,1.068031637,1.428632769
23242,J Stephens,DEF,4.5,SOU,,4.860175136,2.57694164,3.175964674,2.488160215,1.657083257,2.153337002
192718,Byram,DEF,4.5,NOR,,1.236158845,2.667363876,1.694547118,3.485824682,2.223786421,1.597319483
23241,Bertrand,DEF,4.5,LEI,,3.829753261,2.369559222,1.427772004,4.805276923,3.229892461,2.386372454
225479,Giannoulis,DEF,4.5,NOR,,1.185345271,2.647964955,1.684039592,3.464596438,2.211213054,1.584193867
88625,Vestergaard,DEF,4.9,LEI,,4.628243566,2.796913518,1.667694751,5.791772277,3.894520296,2.808230771
23466,F Fernandez,DEF,4.4,NEW,,1.813997295,1.517057396,1.008709421,0.738597497,1.13524069,1.212518329
23252,Bardsley,DEF,4,BUR,,0.102785366,0.090241446,0,0,0,0
262155,Nkoulou,DEF,4.5,WAT,,2.748240704,0.941735523,3.004398124,4.446669305,2.444349701,1.490825415
45114,Dummett,DEF,4.5,NEW,,1.826117602,1.541768153,1.02923181,0.758929008,1.1624435,1.241184356
192734,Zimmermann,DEF,4.4,NOR,,1.140479221,2.659359096,1.65615578,3.573678998,2.204321274,1.552628338
184652,Hoever,DEF,4.5,WOL,,0,0.088465795,0.095450942,0.072600843,0.102027238,0.059908755
274845,P Jones,DEF,4.5,MUN,,0.05988795,0,0,0,0,0
230255,Jach,DEF,4.5,CRY,,0.810068863,0.860527803,0.724582832,0.933987877,1.187809113,0.746645655
189708,Rodon,DEF,4.5,TOT,,0,0,0,0.022940746,0,0
242875,Branthwaite,DEF,4,EVE,,0,0,0,0.02444829,0.026343544,0
192749,J Sorensen,DEF,4.5,NOR,,1.174105886,2.65474851,1.661764461,3.542801764,2.204420747,1.559157438
280711,Toti,DEF,4.5,WOL,,0,0.028048144,0.030390303,0.022781242,0.032924252,0.018388484
225312,Mosquera,DEF,4.5,WOL,,0,0,0,0.020176451,0,0
273846,McCarron,DEF,4,LEE,,0,0,0,0.013638181,0,0
23289,K Long,DEF,4,BUR,,0,0,0,0,0,0
260200,C Cresswell,DEF,4.5,LEE,,0,2.275864903,1.457337869,3.163483249,2.846859106,2.220508648
242872,Valery,DEF,4,SOU,,0,0,0,0,0,0
274593,Bradley,DEF,4,LIV,,0,0,0,0,0,0
274594,Beck,DEF,4,LIV,,0,0,0,0,0,0
274592,Koumetio,DEF,4,LIV,,0,0,0,0,0,0
280703,Kenedy,DEF,5,CHE,,0,0,0,0,0,0
273787,Ashby,DEF,4,WHU,,0,0,0,0,0,0
280662,Hjelde,DEF,4.5,LEE,,0,2.28220901,1.461400283,3.172301644,2.854794893,2.226698446
192723,Omobamidele,DEF,4,NOR,,0,0,0,0,0,0
225300,Troost-Ekong,DEF,4.2,WAT,,2.451194775,0.771207869,2.691692168,3.939283724,2.159735892,1.28639954
203020,Kabak,DEF,4.3,NOR,,0.956892519,2.423823412,1.46337101,3.273958984,1.979862206,1.380296106
225299,Sierralta,DEF,4.5,WAT,,2.75886357,0.920676124,3.019471211,4.529436142,2.449821204,1.479206757
274923,Patterson,DEF,4.5,EVE,,2.689951632,1.243797936,2.087549021,3.706731131,4.445772655,1.843754603
178020,N Ferguson,DEF,4.5,CRY,,0.789968756,0.839341604,0.70590801,0.9115698,1.175334006,0.727617603
157546,Tanganga,DEF,4.6,TOT,,0,0,0,0.022940746,0,0
23278,Ogbonna,DEF,5.1,WHU,,2.609398926,1.614813164,2.104903111,2.462608321,1.58823218,2.154196759
88464,Doherty,DEF,5.2,TOT,,3.877302991,3.185028446,3.547481386,4.511018331,4.135399606,3.867095826
91483,Digne,DEF,5.3,AVL,,0,2.857750215,4.561053277,5.386841151,7.241204069,1.619803814
23188,Shaw,DEF,5.4,MUN,,4.661094607,4.347000307,3.477676876,3.012415887,0,2.978687119
139989,Tierney,DEF,5.7,ARS,,5.302962416,3.314087294,3.147511604,6.017933345,3.588882472,4.274345894
24083,Chilwell,DEF,6.4,CHE,,4.142318008,6.652720206,4.328409363,7.459303838,4.495537745,5.080498791
45106,Salah,MID,13.5,LIV,,7.501954646,8.222640667,7.153956601,11.6223915,7.140816189,7.765385035
23472,Son,MID,10.3,TOT,,6.397216786,5.958283231,6.760470458,9.369857875,7.024277571,7.003757369
160701,Fernandes,MID,11.5,MUN,,9.737924913,8.587560404,6.032997982,5.069829642,0,5.067677453
23126,Mane,MID,10.6,LIV,,6.557729536,7.192479379,6.301242182,9.793502926,6.284383036,6.800066889
88492,Maddison,MID,6.9,LEI,,7.62145162,5.003806357,4.324346839,9.22598345,7.367820339,5.207972997
55898,Foden,MID,8.1,MCI,,6.028341362,6.842246433,5.976424376,9.57201067,5.484582005,5.972143369
182529,Havertz,MID,7.9,CHE,,5.327678169,8.438637506,5.350162545,8.888834611,5.870662465,6.355696833
45039,H Barnes,MID,7.2,LEI,,7.852439978,5.104877065,4.424054879,9.14399415,7.299440704,5.300407142
106430,Saka,MID,6.9,ARS,,7.669452391,4.982292672,4.661756651,8.483277879,4.793153625,5.406099493
228177,Sancho,MID,7.9,MUN,,8.579509059,7.685130578,5.153800779,4.492741389,0,4.489470984
140008,Martinelli,MID,5.7,ARS,,7.411017936,4.899796961,4.538065859,7.876583907,4.602023442,5.152387892
139802,Mount,MID,7.2,CHE,,4.802123184,7.286200095,4.761558662,7.626830613,5.159882757,5.528003282
45081,B Silva,MID,7.3,MCI,,5.366082774,5.89298315,5.107595776,8.324606639,4.576610846,4.969467884
110910,Tielemans,MID,6.4,LEI,,6.804442164,4.251223926,3.719629859,7.501166716,6.287235844,4.241263944
88567,Jota,MID,7.8,LIV,,5.211769179,6.475728198,5.714618854,8.388444799,5.694676277,6.150571493
278661,Coutinho,MID,6.6,AVL,,0,5.131945481,6.675569137,8.520811105,9.581291472,4.060316186
201990,Odegaard,MID,6.3,ARS,,7.268424486,4.665166893,4.378994863,7.875885362,4.471516247,4.98253403
23023,Zaha,MID,7.2,CRY,,4.599231789,5.375470899,4.554129297,5.440302403,8.109367885,4.807508446
23153,Sterling,MID,9.6,MCI,,6.207000028,7.027936723,6.087038471,8.947249004,5.585152009,6.097286738
23404,Ward-Prowse,MID,6.8,SOU,,7.726171387,4.071801694,4.484529591,4.160771824,4.050362523,4.111142652
132434,Pulisic,MID,7.7,CHE,,4.894477818,7.476600984,4.894484593,7.840681944,5.317959897,5.716694175
139971,I Sarr,MID,6.2,WAT,,4.91963219,3.553365339,5.052425345,8.228531374,4.870374469,3.779292841
23109,Mahrez,MID,8.7,MCI,,6.106405666,6.876967258,6.002093517,9.078458775,5.540172798,6.036460139
197966,Smith Rowe,MID,6.4,ARS,,6.973383452,4.67041427,4.408565577,7.604837858,4.508904105,4.998641069
161049,Bowen,MID,7,WHU,,5.849435981,4.34181921,5.278424355,6.001328785,4.417834357,4.984806425
139204,Saint-Maximin,MID,6.8,NEW,,7.948500918,4.664435136,3.950969772,3.362927553,4.102208569,4.075578518
23160,Gundogan,MID,7.4,MCI,,5.846900312,6.423491684,5.331095894,7.813852093,4.72548302,5.121217451
23337,Xhaka,MID,4.9,ARS,,5.977160183,3.512406251,3.329215951,6.367572773,3.418045617,3.739505396
