ID,Name,Pos,Price,Team,Pts,37,38
230251,Etebo,MID,4.5,WAT,,1.133684531,1.001859715
23474,Kane,FWD,11.8,TOT,,6.733715916,6.979525244
45474,Richarlison,FWD,6.9,EVE,,7.917329528,3.648390429
40266,Calvert-Lewin,FWD,7.5,EVE,,7.931451167,3.940157822
23097,Vardy,FWD,9.5,LEI,,5.93587692,4.728351654
283052,Weghorst,FWD,5.6,BUR,,6.200439056,4.492555979
23134,Ings,FWD,7.5,AVL,,7.234480182,3.332778066
183114,Watkins,FWD,7.1,AVL,,4.801095727,3.186648234
76982,Nketiah,FWD,6,ARS,,4.285034362,4.604221349
201968,Mateta,FWD,5.4,CRY,,4.083275337,3.049508413
192217,Toney,FWD,6.5,BRE,,3.940336314,4.694451148
23170,Iheanacho,FWD,7.2,LEI,,3.894277802,3.397237164
23331,Welbeck,FWD,6,BHA,,4.145056156,4.319584571
192758,Pukki,FWD,6.2,NOR,,3.955379698,3.990989614
32986,Jesus,FWD,8.7,MCI,,3.123799003,3.351093134
134602,Jay Rodriguez,FWD,5.3,BUR,,4.010007316,3.635976363
35701,Ayew,FWD,5.7,CRY,,4.923887454,3.544651544
88528,Jimenez,FWD,7,WOL,,4.649493932,3.124884493
179153,Rodrigo,FWD,6.2,LEE,,3.803076043,3.435553968
176630,Werner,FWD,8.2,CHE,,2.285462457,2.392237125
164449,Joao Pedro,FWD,5.4,WAT,,3.57494144,3.153859032
23290,A Barnes,FWD,5.1,BUR,,2.837049966,1.711967077
225294,Daka,FWD,6.8,LEI,,1.845638965,1.749870838
137599,Joelinton,FWD,5.7,NEW,,3.13699986,3.192758338
23550,Antonio,FWD,7.3,WHU,,2.60648653,3.257015889
240869,Lukaku,FWD,9.8,CHE,,3.346156664,3.491470948
254679,Ronaldo,FWD,11.4,MUN,,0,4.407439592
132437,Adams,FWD,6.9,SOU,,3.475372471,3.85187741
242869,Broja,FWD,4.8,SOU,,2.4233532,2.671331453
23119,Firmino,FWD,7.3,LIV,,1.690192605,2.25101957
23360,Wilson,FWD,7.6,NEW,,3.84744143,3.949030736
139797,Maupay,FWD,5.7,BHA,,1.903088112,1.993279437
57345,Wood,FWD,5.8,NEW,,3.666349623,3.475786781
257274,Edouard,FWD,6,CRY,,4.639728138,3.705040672
23364,King,FWD,5.3,WAT,,0,1.814983579
257178,Hwang,FWD,5.9,WOL,,2.64191577,1.818490702
176665,Bamford,FWD,7.5,LEE,,3.839964826,3.634616186
242879,A Armstrong,FWD,6.1,SOU,,2.900589458,3.170935757
242871,S Long,FWD,5,SOU,,2.695080345,2.947793856
45079,Lacazette,FWD,7.5,ARS,,4.275137362,4.569351874
259613,Gelhardt,FWD,4,LEE,,1.548535615,1.261921278
187803,Cavani,FWD,7.6,MUN,,0,1.384030536
102349,Origi,FWD,5,LIV,,0.074445878,0.076703186
23118,Benteke,FWD,5.8,CRY,,4.83119426,3.622547122
230257,Cucho,FWD,5,WAT,,0,0
225321,Dennis,FWD,5.2,WAT,,0,0
192765,Idah,FWD,5.2,NOR,,0,0
92351,Vydra,FWD,5.5,BUR,,4.010007316,3.635976363
242865,Sargent,FWD,5.5,NOR,,0,0
265469,Tosun,FWD,5.5,EVE,,0,0
257278,Rondon,FWD,5.5,EVE,,0,0
242907,Edozie,FWD,4.5,MCI,,0,0
274591,Soonsup-Bell,FWD,4,CHE,,0,0
260243,Dobbin,FWD,4,EVE,,0,0
203938,Scarlett,FWD,4.5,TOT,,0,0
259614,Munoz,FWD,4,NEW,,0,0
182752,F Silva,FWD,5.7,WOL,,0.832674464,0.632449973
131312,Gayle,FWD,6,NEW,,3.710399268,3.517636968
249318,S Greenwood,FWD,5,LEE,,1.842930184,1.495621015
