ID,Name,Pos,Price,Team,Pts,31,32,33,34,35,36,37,38
241033,Varane,DEF,5.4,MUN,,3.327234191,3.214984552,5.281927784,2.489235269,3.763380176,3.080013436,2.860246584,3.13329327
186746,Lookman,MID,6,LEI,,3.135958534,3.223793714,4.069308188,3.174631986,2.86656111,4.510274011,3.935745053,3.235899733
23236,Romeu,MID,4.5,SOU,,2.797911106,3.08800166,5.838610181,3.033623499,3.350629652,3.104278965,3.034535846,3.036380226
156990,Lamptey,DEF,4.6,BHA,,4.223311492,2.593924965,3.581942222,3.568783917,3.444035563,3.178446507,3.169158939,3.558697574
139207,Neto,MID,6,WOL,,4.028628889,3.897498398,0,3.847275005,4.051845174,3.392281563,5.916254915,3.36241778
181873,Cash,DEF,5.2,AVL,,3.402448837,3.013769891,0,6.386794108,4.481230624,5.355508448,3.904969626,1.673632548
242869,Broja,FWD,5.1,SOU,,3.528076356,1.626929579,5.642455669,3.198136054,3.578360768,3.378264014,3.276884232,3.391068762
32973,Rice,MID,5.1,WHU,,3.641190655,3.362556422,3.677789063,3.099379508,3.439854522,6.206086854,0,3.29829115
132438,Dawson,DEF,5.1,WHU,,4.104098571,3.346372781,4.242561266,2.255252078,3.242437402,5.676518145,0,3.159017748
242864,Kucka,MID,5.5,WAT,,2.945362909,3.541178312,3.497140371,2.878151637,3.535718056,3.189435808,5.215920944,2.953207278
186002,J Ramsey,MID,4.7,AVL,,3.345749457,3.403505728,0,5.724869247,3.860258109,5.385728121,3.507077308,2.760528124
23521,Evans,DEF,4.9,LEI,,1.941984395,3.295868117,4.862321213,3.009202209,1.84917269,6.146231779,4.124754701,3.049030081
202398,Sanson,MID,5,AVL,,3.366418222,3.425206958,0,5.618584064,3.877388869,5.29110787,3.531117091,2.798721817
257275,Emerson R,DEF,5,TOT,,3.625439889,2.753348463,3.48336565,3.080697566,3.237734213,3.932413983,3.767692626,3.460936632
192741,Krul,GK,4.5,NOR,,3.12745373,3.437577778,2.867196131,3.309009016,2.947712517,5.638027859,3.130206718,2.888783481
88466,Neves,MID,6.1,WOL,,4.028628889,3.897498398,0,3.73768024,3.776265275,3.123815165,6.061619801,3.132502575
23102,Kante,MID,5,CHE,,3.132932518,2.865388237,2.950269695,3.051819804,2.926739666,5.013723322,4.876396269,3.219014139
257274,Edouard,FWD,6,CRY,,3.772172194,3.266710186,2.99023947,3.396218528,2.983607847,4.059978265,2.912394916,3.144323701
23543,A Cresswell,DEF,5.4,WHU,,3.967250426,3.297239882,4.117278657,2.285976948,3.171546505,5.532525281,0,3.14146407
131369,El Ghazi,MID,5.8,EVE,,4.138265563,3.083812324,3.048691618,2.53188066,2.710085424,4.119948796,4.255008051,2.664400171
23170,Iheanacho,FWD,7.2,LEI,,3.724927548,4.155330016,4.386561801,2.832031651,2.044110643,2.964968861,2.49459496,2.353182718
23024,McCarthy,GK,4.7,SOU,,2.408728938,2.610312749,5.760927279,3.21750626,3.463809297,3.249212491,2.954692054,3.020446783
23326,Iwobi,MID,5.5,EVE,,4.173368531,3.030513721,2.987799717,2.472356941,2.651168433,4.151507839,4.289757994,2.604733965
23016,Townsend,MID,5.6,EVE,,4.173368531,3.030513721,2.987799717,2.472356941,2.651168433,4.151507839,4.289757994,2.604733965
