Name,FFS 17,FFS 18,FFS 19,FFS 20,FFS 21,FFS 22,FFS 23,fbref,fbref ID,FPL code,FPL ID,FPL name,FPL pos,Team,FPL price,FT ID,FanTeam name,FT pos,FT price,DOB
Krafth,,,Krafth,Krafth,Krafth,Krafth,Krafth,Emil Krafth,77cf6852,111773,417,Krafth,DEF,Newcastle United,4.4,139838,Krafth,DEF,4.5,34548
Targett,Targett,Targett,Targett,Targett,Targett,Targett,Targett,Matt Targett,e514ab62,169359,428,Targett,DEF,Newcastle United,4.4,92386,Targett,DEF,5,34960
Lascelles,Lascelles,Lascelles,Lascelles,Lascelles,Lascelles,Lascelles,Lascelles,Jamaal Lascelles,450ab6fc,101148,419,Lascelles,DEF,Newcastle United,4,45072,Lascelles,DEF,5,34284
Livramento,,,,,Livramento,Livramento,Livramento,Valentino Livramento,afed6722,441191,633,Livramento,DEF,Newcastle United,4.5,237976,Livramento,DEF,5,37572
Almiron,,AlmirÛn,AlmirÛn,AlmirÛn,AlmirÛn,AlmirÛn,AlmirÛn,Miguel AlmirÛn,862a1c15,179018,402,AlmirÛn,MID,Newcastle United,6.4,110898,Almiron,MID,7,34375
Barnes,Barnes (Harvey),Barnes (Harvey),Barnes (Harvey),Barnes (Harvey),Barnes (Harvey),Barnes,Barnes (Harvey),Harvey Barnes,3ea50f67,201666,603,Barnes,MID,Newcastle United,6.5,45039,Barnes,MID,7.1,35773
Guimaraes,,,,,Bruno Guimar„es,Bruno Guimar„es,Bruno Guimar„es,Bruno Guimar„es,82518f62,208706,406,Bruno G.,MID,Newcastle United,5.9,283020,Guimaraes,MID,6.4,35750
Joelinton,,,Joelinton,Joelinton,Joelinton,Joelinton,Joelinton,Joelinton,c17bfb65,180974,416,Joelinton,MID,Newcastle United,5.9,137599,Joelinton,MID,6.4,35291
Gordon,,,Gordon (Anthony),Gordon (Anthony),Gordon (Anthony),Gordon (Anthony),Gordon (Anthony),Anthony Gordon,2bd83368,232826,412,Gordon,MID,Newcastle United,5.5,242870,Gordon,MID,6,36946
Tonali,,,,,,,Tonali,Sandro Tonali,0db169ae,432422,429,Tonali,MID,Newcastle United,5.5,3591232,Tonali,MID,6,36654
Willock,Joe Willock,Joe Willock,Joe Willock,Willock,Willock,Willock,Willock,Joe Willock,a3b03921,200089,432,Willock,MID,Newcastle United,5.4,84632,Willock,MID,6,36392
S Longstaff,,Longstaff,Longstaff (Sean),Longstaff (Sean),Longstaff (Sean),Longstaff (Sean),Longstaff (Sean),Sean Longstaff,a2b105e0,180135,421,Longstaff,MID,Newcastle United,4.9,95817,Longstaff,MID,5,35733
Murphy,Jacob Murphy,Jacob Murphy,,Jacob Murphy,Jacob Murphy,Jacob Murphy,Jacob Murphy,Jacob Murphy,de112b84,114243,423,Murphy,MID,Newcastle United,4.9,185623,Murphy,MID,6,34754
Anderson,,,,Anderson,,Anderson (Elliot),Anderson,Elliot Anderson,de31038e,215379,403,Anderson,MID,Newcastle United,4.4,200376,Anderson,MID,5,37566
C Wilson,C Wilson,C Wilson,C Wilson,C Wilson,C Wilson,Wilson (Callum),Wilson (Callum),Callum Wilson,c596fcb0,75115,433,Wilson,FWD,Newcastle United,7.9,23360,Wilson,FWD,8.5,33661
Isak,,,,,,Isak,Isak,Alexander Isak,8e92be30,219168,415,Isak,FWD,Newcastle United,7.7,2200000,Isak,FWD,8.1,36424
Turner,,,,,,,Turner,Matt Turner,4a51ba65,224068,28,Turner,GK,Nott'm Forest,4,1677492,Turner,GK,5,34509
Hennessey,Hennessey,Hennessey,Hennessey,,Hennessey,Hennessey,Hennessey,Wayne Hennessey,76eca7e2,20066,448,Hennessey,GK,Nott'm Forest,4,233402,Hennessey,GK,4.5,31801
Aurier,Aurier,Aurier,Aurier,Aurier,,Aurier,Aurier,Serge Aurier,5c2b4f07,80226,436,Aurier,DEF,Nott'm Forest,4.5,2324889,Aurier,DEF,4.6,33962
Boly,,Boly,Boly,Boly,Boly,Boly,Boly,Willy Boly,a4ac4b8f,90585,439,Boly,DEF,Nott'm Forest,4.5,88556,Boly,DEF,4,33272
Felipe,,,,,,Felipe,Felipe,Felipe,51a3c4c8,116404,445,Felipe,DEF,Nott'm Forest,4.4,2930175,Felipe,DEF,4.5,32644
McKenna,,,,,,McKenna,McKenna,Scott McKenna,4e5a4cbc,168281,455,McKenna,DEF,Nott'm Forest,4.5,230974,McKenna,DEF,4,35381
Niakhate,,,,,,NiakhatÈ,NiakhatÈ,Moussa Niakhate,00242715,199170,457,NiakhatÈ,DEF,Nott'm Forest,4.5,1783668,Niakhate,DEF,4,35132
Williams,,,Williams (Neco),Williams (Neco),Williams (Neco),Williams (Neco),Williams (Neco),Neco Williams,dd323728,215136,467,Williams,DEF,Nott'm Forest,4.5,156926,Williams,DEF,4.5,36994
Worrall,,,,,,Worrall,Worrall,Joe Worrall,a5212312,208912,469,Worrall,DEF,Nott'm Forest,4.5,230975,Worrall,DEF,4,35440
Aina,,,,Aina,,,Aina,Ola Aina,246d153b,159506,604,Aina,DEF,Nott'm Forest,4.5,3628750,Aina,DEF,4,35346
Gibbs-White,,Gibbs-White,Gibbs-White,Gibbs-White,Gibbs-White,Gibbs-White,Gibbs-White,Morgan Gibbs-White,32f60ed8,222531,447,Gibbs-White,MID,Nott'm Forest,5.9,88531,Gibbs-White,MID,6.5,36552
Brennan Johnson,,,,,,Johnson (Brennan),Johnson (Brennan),Brennan Johnson,0cd31129,242898,450,Johnson,MID,Nott'm Forest,5.9,230991,Johnson,MID,6.9,37034
Danilo,,,,,,Danilo,Danilo,Danilo,a816dbfb,513046,442,Danilo,MID,Nott'm Forest,5.4,2871381,Danilo,MID,5.5,37000
Elanga,,,,Elanga,Elanga,Elanga,Elanga,Anthony Elanga,2fba6108,449434,378,Elanga,MID,Nott'm Forest,5,219749,Elanga,MID,5.5,37373
Freuler,,,,,,Freuler,Freuler,Remo Freuler,98d2c2c4,89076,446,Freuler,MID,Nott'm Forest,4.9,2079176,Freuler,MID,5.5,33709
Kouyate,KouyatÈ,KouyatÈ,KouyatÈ,KouyatÈ,KouyatÈ,KouyatÈ,KouyatÈ,Cheikhou KouyatÈ,8d3c902d,55037,451,KouyatÈ,MID,Nott'm Forest,4.9,23544,Kouyate,MID,4.5,32863
Mangala,,,,,,Mangala,Mangala,Orel Mangala,a572e291,179519,453,Mangala,MID,Nott'm Forest,5,1954997,Mangala,MID,4.5,35872
O'Brien,,,,,,O'Brien,O'Brien,Lewis O'Brien,089667a5,243345,458,O'Brien,MID,Nott'm Forest,4.9,1855090,O'Brien,MID,4.5,36082
Yates,,,,,,Yates,Yates,Ryan Yates,c1fe2a48,204968,470,Yates,MID,Nott'm Forest,4.9,230985,Yates,MID,5,35755
Awoniyi,,,,,,Awoniyi,Awoniyi,Taiwo Awoniyi,e5478b87,210156,437,Awoniyi,FWD,Nott'm Forest,6.5,1727417,Awoniyi,FWD,6.1,35654
Dennis,,,,,Dennis,Dennis (Emmanuel),Dennis (Emmanuel),Emmanuel Dennis,2c44a35d,230251,443,Dennis,FWD,Nott'm Forest,4.9,225321,Dennis,FWD,6,35749
Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Chris Wood,4e9a0555,60689,468,Wood,FWD,Nott'm Forest,5,57345,Wood,FWD,5.5,33579
Hwang U,,,,,,,Ui-jo,Hwang Ui-jo,a2d873dd,201440,466,Ui-jo,FWD,Nott'm Forest,4.4,3556541,Hwang,FWD,5,33844
Foderingham,,,,,,,Foderingham,Wes Foderingham,96cf7b61,82143,482,Foderingham,GK,Sheffield Utd,4.5,3584350,Foderingham,GK,4.5,33252
A Davies,,,,,,,Davies,Adam Davies,71894777,102549,479,Davies,GK,Sheffield Utd,4,3584343,Davies,GK,4,33802
Ahmedhodzic,,,,,,,Ahmedhodzic,Anel Ahmedhodzic,eab957a3,233821,471,Ahmedhodûi?,DEF,Sheffield Utd,4.5,3584339,Ahmedhodzic,DEF,4.4,36245
Bogle,,,,Bogle,,,Bogle,Jayden Bogle,ae5019e6,226182,476,Bogle,DEF,Sheffield Utd,4.5,3584373,Bogle,DEF,4,36734
Egan,,,Egan,Egan,,,Egan,John Egan,debe38a0,108416,480,Egan,DEF,Sheffield Utd,4.5,3584384,Egan,DEF,4.5,33897
Lowe,Lowe,Lowe,,Lowe,,,Lowe (Max),Max Lowe,7af88b33,155197,484,Lowe,DEF,Sheffield Utd,4.5,3584355,Lowe,DEF,4.5,35561
J Robinson,,,Robinson (Jack),Robinson (Jack),,,Robinson (Jack),Jack Robinson,7399c7a8,83427,576,Robinson,DEF,Sheffield Utd,4.5,3584342,Robinson,DEF,4,34213
Larouci,,,,,,,Larouci,Yasser Larouci,0ed063d6,432990,592,Larouci,DEF,Sheffield Utd,4.5,3628089,Larouci,DEF,4,36892
Trusty,,,,,,,Trusty,Auston Trusty,cddf767b,201410,27,Trusty,DEF,Sheffield Utd,4,3556525,Trusty,DEF,4.5,36019
Baldock,,,Baldock,Baldock,,,Baldock,George Baldock,394854c4,82691,473,Baldock,DEF,Sheffield Utd,4,3584381,Baldock,DEF,4,34037
Basham,,,Basham,Basham,,,Basham,Chris Basham,1aa84968,40386,474,Basham,DEF,Sheffield Utd,4,3584338,Basham,DEF,4,32344
Fleck,,,Fleck,Fleck,,,Fleck,John Fleck,b63e789d,47247,481,Fleck,MID,Sheffield Utd,4.9,3584369,Fleck,MID,4.5,33474
Norwood,,,Norwood,Norwood,,,Norwood,Oliver Norwood,43439614,79934,488,Norwood,MID,Sheffield Utd,5,3584376,Norwood,MID,5,33340
Osborn,,,Osborn,Osborn,,,Osborn,Ben Osborn,79bc4c45,167878,489,Osborn,MID,Sheffield Utd,4.9,3584341,Osborn,MID,4.5,34551
Slimane,,,,,,,Ben Slimane,Anis Ben Slimane,9ade9ce1,504198,587,Slimane,MID,Sheffield Utd,4.9,3627936,Slimane,MID,4.5,36938
Souza,,,,,,,Vinicius Souza,Vinicius Souza,6a8a7af8,424001,638,Vini Souza,MID,Sheffield Utd,5,3638252,Souza,MID,4.5,36328
McBurnie,McBurnie,,McBurnie,McBurnie,,,McBurnie,Oliver McBurnie,78b8ac63,169432,485,McBurnie,FWD,Sheffield Utd,5.4,3584364,McBurnie,FWD,5.5,35220
Benie Traore,,,,,,,TraorÈ (BÈnie),BÈnie Adama Traore,77816c91,523957,593,T.BÈnie,FWD,Sheffield Utd,5.5,3628156,Traore,FWD,5.5,37590
Brewster,,,,Brewster,,,Brewster,Rhian Brewster,30e81a88,195473,477,Brewster,FWD,Sheffield Utd,4.9,3584352,Brewster,FWD,5,36617
Jebbison,,,,Jebbison,,,Jebbison,Daniel Jebbison,03edb878,523700,483,Jebbison,FWD,Sheffield Utd,4.9,3584360,Jebbison,FWD,5,37846
Osula,,,,,,,Osula,William Osula,7b355808,538207,490,Osula,FWD,Sheffield Utd,4.5,3584389,Osula,FWD,5,37837
Vicario,,,,,,,Vicario,Guglielmo Vicario,77d6fd4d,184254,520,Vicario,GK,Tottenham,5,3584409,Vicario,GK,5,35345
Forster,Forster,Forster,,Forster,Forster,Forster,Forster,Fraser Forster,c3e39f12,40383,498,Forster,GK,Tottenham,4,178022,Forster,GK,4.5,32219
Porro,,,,,,Porro,Porro,Pedro Porro,27d0a506,441164,506,Pedro Porro,DEF,Tottenham,4.9,2930177,Porro,DEF,5,36416
Perisic,,,,,,Perisic,Perisic,Ivan Periöi?,6fe90922,45034,507,Periöi?,DEF,Tottenham,4.9,1677508,Perisic,DEF,5.4,32541
B Davies,Davies (Ben),Davies (Ben),Davies (Ben),Davies (Ben),Ben Davies,Davies (Ben),Davies (Ben),Ben Davies,44781702,115556,495,Davies,DEF,Tottenham,4.5,23490,Davies,DEF,4.5,34083
Dier,Dier,Dier,Dier,Dier,Dier,Dier,Dier,Eric Dier,ac861941,93264,496,Dier,DEF,Tottenham,4.4,23479,Dier,DEF,4.5,34349
Emerson R,,,,,Emerson Royal,Emerson Royal,Emerson Royal,Emerson,df8b52a5,241157,497,E.Royal,DEF,Tottenham,4.5,257275,Emerson,DEF,4.6,36174
Reguilon,,,,ReguilÛn,ReguilÛn,,ReguilÛn,Sergio ReguilÛn,3353737a,199249,508,ReguilÛn,DEF,Tottenham,4.4,184661,Reguilon,DEF,5,35415
Romero,,,,,Romero (Cristian),Romero,Romero,Cristian Romero,a3d94a58,221632,511,Romero,DEF,Tottenham,4.6,241952,Romero,DEF,4.6,35912
Udogie,,,,,,,Destiny Udogie,Iyenoma Udogie,7cd520e8,487053,519,Udogie,DEF,Tottenham,4.6,3556529,Udogie,DEF,4.5,37588
van de Ven,,,,,,,van de Ven,Micky van de Ven,8fe2a392,491279,639,Van de Ven,DEF,Tottenham,4.5,3638005,van de Ven,DEF,4.5,37000
Son,Son,Son,Son,Son,Son,Son,Son,Son Heung-min,92e7e919,85971,516,Son,MID,Tottenham,9,23472,Son,MID,8.9,33793
Maddison,,Maddison,Maddison,Maddison,Maddison,Maddison,Maddison,James Maddison,ee38d9c5,172780,504,Maddison,MID,Tottenham,7.7,88492,Maddison,MID,8.1,35392
Kulusevski,,,,,Kulusevski,Kulusevski,Kulusevski,Dejan Kulusevski,df3cda47,445044,501,Kulusevski,MID,Tottenham,7,291491,Kulusevski,MID,6,36641
Richarlison,Richarlison,Richarlison,Richarlison,Richarlison,Richarlison,Richarlison,Richarlison,Richarlison,fa031b34,212319,509,Richarlison,MID,Tottenham,6.9,45474,Richarlison,FWD,7.4,35560
Bentancur,,,,,Bentancur,Bentancur,Bentancur,Rodrigo Bentancur,3b8674e6,202993,492,Bentancur,MID,Tottenham,5.5,291492,Bentacur,MID,5.5,35586
Hojbjerg,H¯jbjerg,H¯jbjerg,H¯jbjerg,H¯jbjerg,H¯jbjerg,H¯jbjerg,H¯jbjerg,Pierre H¯jbjerg,8b04d6c1,132015,499,H¯jbjerg,MID,Tottenham,5.4,24092,Hojbjerg,MID,6,34916
Solomon,,,,,,Solomon,Solomon,Manor Solomon,886f9aac,235674,583,Solomon,MID,Tottenham,5.4,1897014,Solomon,MID,5.5,36365
Bissouma,,Bissouma,Bissouma,Bissouma,Bissouma,Bissouma,Bissouma,Yves Bissouma,6c203af0,227127,493,Bissouma,MID,Tottenham,5,90433,Bissouma,MID,4.5,35307
Lo Celso,,,Lo Celso,Lo Celso,Lo Celso,,Lo Celso,Giovani Lo Celso,d7553721,200826,503,Lo Celso,MID,Tottenham,4.9,3556530,Lo Celso,MID,5,35164
Skipp,,Skipp,Skipp,,Skipp,Skipp,Skipp,Oliver Skipp,6250083a,209042,515,Skipp,MID,Tottenham,4.9,192744,Skipp,MID,4.5,36785
Veliz,,,,,,,VÈliz,Alejo VÈliz,3f7bafbe,536908,641,VÈliz,FWD,Tottenham,5.5,3638039,Veliz,FWD,5.5,37883
Fabianski,Fabianski,Fabianski,Fabianski,Fabianski,Fabianski,Fabianski,Fabianski,?ukasz Fabia?ski,9328b835,37096,533,Fabianski,GK,West Ham,4.4,23448,Fabianski,GK,4.5,31155
Areola,,,,Areola,Areola,Areola,Areola,Alphonse Areola,2f965a72,84182,524,Areola,GK,West Ham,4.1,183126,Areola,GK,4.6,34027
Maguire,Maguire,Maguire,Maguire,Maguire (Harry),Maguire,Maguire,Maguire,Harry Maguire,d8931174,95658,387,Maguire,DEF,Man United,4.4,23076,Maguire,DEF,5,34033
Aguerd,,,,,,Aguerd,Aguerd,Nayef Aguerd,288e1e13,210494,522,N.Aguerd,DEF,West Ham,4.5,1695166,Aguerd,DEF,4.5,35154
Coufal,,,,Coufal,Coufal,Coufal,Coufal,VladimÌr Coufal,fdf3cb77,164555,528,Coufal,DEF,West Ham,4.5,186817,Coufal,DEF,4.5,33838
Cresswell,Cresswell,Cresswell,Cresswell,Cresswell (Aaron),Cresswell (Aaron),Cresswell (Aaron),Cresswell (Aaron),Aaron Cresswell,4f974391,55459,530,Cresswell,DEF,West Ham,4.4,23543,Cresswell,DEF,4.5,32857
Emerson P,Emerson,Emerson,Emerson,Emerson,,Emerson,Emerson,Emerson Palmieri,e0bc6fdc,109533,532,Emerson,DEF,West Ham,4.5,2193866,Emerson,DEF,4.5,34549
Ben Johnson,,Johnson (Ben),Johnson (Ben),Johnson (Ben),Johnson,Johnson (Ben),Johnson (Ben),Ben Johnson,9319781b,222018,536,Johnson,DEF,West Ham,4.4,67736,Johnson,DEF,4.5,36549
Kehrer,,,,,,Kehrer,Kehrer,Thilo Kehrer,51dbeea9,201057,537,Kehrer,DEF,West Ham,4.4,2139825,Kehrer,DEF,4.5,35329
Zouma,Zouma,Zouma,Zouma,Zouma,Zouma,Zouma,Zouma,Kurt Zouma,ce4246f5,103192,544,Zouma,DEF,West Ham,4.5,23000,Zouma,DEF,4.5,34634
Ogbonna,Ogbonna,Ogbonna,Ogbonna,Ogbonna,Ogbonna,Ogbonna,Ogbonna,Angelo Ogbonna,74b2cd7e,40669,577,Ogbonna,DEF,West Ham,4.5,23278,Ogbonna,DEF,4.5,32286
Bowen,,,Bowen,Bowen,Bowen,Bowen,Bowen,Jarrod Bowen,79c84d1c,178186,526,Bowen,MID,West Ham,7,161049,Bowen,MID,7.5,35419
Benrahma,,,,Benrahma,Benrahma,Benrahma,Benrahma,SaÔd Benrahma,5a04fd92,172841,525,Benrahma,MID,West Ham,5.9,189709,Benrahma,MID,6,34921
Paqueta,,,,,,Lucas Paquet·,Lucas Paquet·,Lucas Paquet·,9b6f7fd5,224024,539,L.Paquet·,MID,West Ham,6,2235927,Paqueta,MID,5.5,35669
Cornet,,,,,Cornet,Cornet,Cornet,Maxwel Cornet,beb391dd,149519,527,Cornet,MID,West Ham,5.4,256300,Cornet,MID,5,35335
Fornals,,,Fornals,Fornals,Fornals,Fornals,Fornals,Pablo Fornals,82927de4,217593,534,P.Fornals,MID,West Ham,4.9,132425,Fornals,MID,5,35117
Soucek,,,Soucek,Soucek,Soucek,Soucek,Soucek,Tom·ö Sou?ek,6613c819,215439,542,Sou?ek,MID,West Ham,5,160700,Soucek,MID,5.5,34757
E Alvarez,,,,,,,¡lvarez (Edson),Edson ¡lvarez,8b3ab7ad,213999,642,¡lvarez,MID,West Ham,5,3638504,Alvarez,MID,5,35727
Ward-Prowse,Ward-Prowse,Ward-Prowse,Ward-Prowse,Ward-Prowse,Ward-Prowse,Ward-Prowse,Ward-Prowse,James Ward-Prowse,3515d404,101178,664,Ward-Prowse,MID,West Ham,6,23404,Ward-Prowse,MID,6,34639
Antonio,Antonio,Antonio,Antonio,Antonio,Antonio,Antonio,Antonio,Michail Antonio,ac05f970,57531,523,Antonio,FWD,West Ham,6,23550,Antonio,FWD,6.5,32960
Ings,Ings,Ings,Ings,Ings,Ings,Ings,Ings,Danny Ings,07802f7f,84939,535,Ings,FWD,West Ham,5.9,23134,Ings,FWD,6,33808
Mubama,,,,,,Mubama,Mubama,Divin Mubama,92868cb5,487837,538,Mubama,FWD,West Ham,4.5,3636596,Mubama,FWD,5,38285
Sa,,,,,JosÈ S·,JosÈ S·,JosÈ S·,JosÈ S·,903b6e8b,149065,569,JosÈ S·,GK,Wolverhampton,5,231959,Sa,GK,4.5,33986
Bentley,,,,,,Bentley,Bentley,Daniel Bentley,68db6358,79602,546,Bentley,GK,Wolverhampton,4,2911676,Bentley,GK,4,34163
Ait-Nouri,,,,Ait Nouri,Ait Nouri,Ait Nouri,Ait Nouri,Rayan AÔt Nouri,9b398aea,448514,545,AÔt-Nouri,DEF,Wolverhampton,4.5,187323,Ait Nouri,DEF,4.4,37048
H Bueno,,,,,,Bueno,Bueno (Hugo),Hugo Bueno,bfc3b3a0,490721,548,Bueno,DEF,Wolverhampton,4.5,2584318,Bueno,DEF,4.5,37517
Dawson,Dawson,,Dawson,Dawson,Dawson,Dawson,Dawson,Craig Dawson,3e9e06cb,60232,551,Dawson,DEF,Wolverhampton,4.5,132438,Dawson,DEF,4.4,32999
Jonny,,Jonny,Jonny,Jonny,Jonny,Jonny,Jonny,Jonny Castro,e28868f3,114128,560,J.Otto,DEF,Wolverhampton,4.4,91162,Castro,DEF,4.5,34396
Kilman,,Kilman,Kilman,Kilman,Kilman,Kilman,Kilman,Max Kilman,d0f72bf1,214048,563,Kilman,DEF,Wolverhampton,4.5,106466,Kilman,DEF,4.4,35573
Semedo,,,,Semedo,Semedo,Semedo,Semedo,NÈlson Semedo,d04b94db,200402,572,N.Semedo,DEF,Wolverhampton,4.5,185167,Semedo,DEF,4.5,34289
Toti,,,,,Toti,Toti,Toti,Toti Gomes,f0caab96,510362,573,Toti,DEF,Wolverhampton,4.5,280711,Antonio Gomes,DEF,4.5,36176
Doherty,,Doherty,Doherty,Doherty,Doherty,Doherty,Doherty,Matt Doherty,d557d734,87835,598,Doherty,DEF,Wolverhampton,4.4,3628568,Doherty,DEF,4.5,33619
Hwang H,,,,,Hwang Hee-Chan,Hwang Hee-Chan,Hwang Hee-Chan,Hwang Hee-chan,169fd162,184754,557,Hee Chan,MID,Wolverhampton,5.5,257178,Hee-chan,FWD,5.5,35090
P Neto,,,Pedro Neto,Neto,Neto,Neto (Pedro),Neto (Pedro),Pedro Neto,7ba2eaa9,247632,567,Neto,MID,Wolverhampton,5.5,139207,Neto,MID,5,36594
Podence,,,Daniel Podence,Podence,Podence,Podence,Podence,Daniel Podence,7fcc71d8,200600,568,Podence,MID,Wolverhampton,5.4,160975,Podence,MID,5.5,34993
Gomes,,,,,,Jo„o Gomes,Jo„o Gomes,Jo„o Gomes,8b57ad2c,448089,559,Jo„o Gomes,MID,Wolverhampton,5,2930170,Gomes,MID,5,36934
Lemina,Lemina,Lemina,,Lemina,,Lemina,Lemina,Mario Lemina,2b471f99,151086,565,Lemina,MID,Wolverhampton,5,2859301,Lemina,MID,4.5,34213
Nunes,,,,,,Matheus Nunes,Matheus Nunes,Matheus Nunes,e6af02e0,465351,566,Matheus N.,MID,Man City,5,2139824,Nunes,MID,4.9,36034
Sarabia,,,,,,Sarabia,Sarabia,Pablo Sarabia,9744ff80,88484,570,Sarabia,MID,Wolverhampton,5,2871382,Sarabia,MID,5,33735
Boubacar Traore,,,,,,TraorÈ (Boubacar),TraorÈ (Boubacar),Boubacar TraorÈ,999ceb5f,476502,574,Boubacar Traore,MID,Wolverhampton,4.4,2405112,Traore,MID,4.5,37123
F Silva,,,,Fabio Silva,Fabio Silva,,Fabio Silva,F·bio Silva,e7aa9d7c,449988,552,F·bio Silva,FWD,Wolverhampton,5.5,182752,Silva,FWD,5.5,37456
Cunha,,,,,,Matheus Cunha,Matheus Cunha,Matheus Cunha,dc62b55d,430871,590,Cunha,FWD,Wolverhampton,5.5,3627793,Cunha,FWD,5.5,36307
Kalajdzic,,,,,,Kalajdzic,Kalajdzic,Sasa Kalajdzic,15f24fe7,429414,562,Kalajdûi?,FWD,Wolverhampton,5,2253849,Kalajdzic,FWD,5.5,35618
Garnacho,,,,,Alejandro Garnacho,Alejandro Garnacho,Alejandro Garnacho,Alejandro Garnacho,7aa8adfe,493105,382,Garnacho,MID,Man United,4.9,1214404,Garnacho,MID,6,38169
Sarr,,,,,,Sarr (Pape),Sarr (Pape),Pape Matar Sarr,feb5d972,482442,513,Sarr,MID,Tottenham,4.5,1783664,Sarr,MID,4.6,37513
Koleosho,,,,,,,Koleosho,Luca Koleosho,fc076f78,487702,605,Koleosho,MID,Burnley,5,3638774,Koleosho,MID,4.5,38245
Harrison,,,,Harrison,Harrison,Harrison,Harrison,Jack Harrison,aa849a12,221399,661,Harrison,MID,Everton,5.5,176658,Harrison,MID,6,35389
A Traore,,TraorÈ,TraorÈ,TraorÈ,TraorÈ,TraorÈ (Adama),TraorÈ (Adama),Adama TraorÈ,9a28eba4,159533,662,Adama,MID,Fulham,5,3639047,Traore,MID,5.5,35089
T Davies,Davies (Tom),Davies (Tom),Davies (Tom),Davies (Tom),Davies (Tom),Davies (Tom),Davies (Tom),Tom Davies,9228b07c,173807,666,Tom Davies,MID,Sheffield Utd,5,3642359,Davies,MID,4.5,35976
Endo,,,,,,,Endo,Wataru Endo,c149016b,158983,668,Endo,MID,Liverpool,5.5,3643150,Endo,MID,5,34009
Odobert,,,,,,,Odobert,Wilson Odobert,35516eac,550839,660,Odobert,MID,Burnley,5,3638871,Odobert,MID,5,38319
Hamer,,,,,,,Hamer,Gustavo Hamer,eebacc07,196100,663,Hamer,MID,Sheffield Utd,5,3638865,Hamer,MID,5.5,35605
Doku,,,,,,,Doku,Jeremy Doku,fffea3e5,248875,678,Jeremy Doku,MID,Man City,6.5,3647914,Doku,MID,6.5,37403
Acuna,,,,,,,Acuna,Marcos AcuÒa,81442ecb,,,Acuna,DEF,Aston Villa,3.5,,,,,33539
Mavropanos,Mavropanos,Mavropanos,,,,,Mavropanos,Konstantinos Mavropanos,00963611,233963,676,Mavropanos,DEF,West Ham,4.5,3646579,Mavropanos,DEF,4.5,35775
Tavares,,,,,Nuno Tavares,Nuno Tavares,Nuno Tavares,Nuno Tavares,a65c844b,437626,23,Tavares,DEF,Nott'm Forest,4,230250,Tavares,DEF,5,37163
Baleba,,,,,,,Baleba,Carlos Baleba,a1390d2f,,,Baleba,MID,Brighton,3.5,3651385,Baleba,MID,4.5,37989
Krul,,,Krul,,Krul,,Krul,Tim Krul,f23f9d20,20480,665,Krul,GK,Luton Town,4.5,3642812,Krul,GK,4,32236
Semenyo,,,,,,Semenyo,Semenyo,Antoine Semenyo,efd2ec23,437730,82,Semenyo,FWD,Bournemouth,4.5,2930166,Semenyo,FWD,5.1,36532
Montiel,,,,,,,Montiel,Gonzalo Montiel,374d5158,218430,679,G.Montiel,DEF,Nott'm Forest,4.5,3647566,Montiel,DEF,4.5,35431
Gonzalez,,,,,,,Gonzalez,Nicol·s Gonz·lez,2374aaca,,,Gonzalez,MID,Brighton,3.5,,,,,35891
Petrovic,,,,,,,Petrovic,?or?e Petrovi?,0cf321c8,457569,687,Petrovic,GK,Chelsea,4.5,3648390,Petrovic,GK,4.5,36441
Chambers,Chambers,Chambers,Chambers,Chambers,Chambers,Chambers (Calum),Chambers (Calum),Calum Chambers,dc6f5bdd,101184,37,Chambers,DEF,Aston Villa,4,176667,Chambers,DEF,4,34719
van de Beek,,,,van de Beek,van de Beek,van de Beek,van de Beek,Donny van de Beek,50dc94ce,180184,400,van de Beek,MID,Man United,4.9,181309,van de Beek,MID,5,35538
Duran,,,,,,Dur·n,Dur·n,Jhon Dur·n,414184f7,476344,44,Duran,FWD,Aston Villa,5,2882401,Duran,FWD,5.5,37968
Martial,Martial,Martial,Martial,Martial,Martial,Martial,Martial,Anthony Martial,8b788c01,148225,390,Martial,FWD,Man United,6.5,23178,Martial,FWD,7.5,35038
Dobbin,,,,,Dobbin,Dobbin,Dobbin,Lewis Dobbin,e814e1cf,461421,624,Dobbin,MID,Everton,4.5,3640757,Dobbin,MID,4.5,37624
Branthwaite,,,Branthwaite,,Branthwaite,Branthwaite,Branthwaite,Jarrad Branthwaite,c1949191,480455,245,Branthwaite,DEF,Everton,4,242875,Branthwaite,DEF,4.5,37434
Delcroix,,,,,,,Delcroix,Hannes Delcroix,b737f944,247245,674,Delcroix,DEF,Burnley,4,3646515,Delcroix,DEF,4,36219
Chermiti,,,,,,,Youssef Chermiti,Youssef Chermiti,890f108d,491012,645,Y.Chermiti,FWD,Everton,5,3638749,Chermiti,FWD,5,38131
Ndidi,Ndidi,Ndidi,Ndidi,Ndidi,Ndidi,Ndidi,Ndidi,Wilfred Ndidi,6b47c5db,203341,,Ndidi,MID,Nott'm Forest,3.5,33589,Ndidi,MID,5,35415
Beto,,,,,,,Beto,Beto,ed5c0319,,,Beto,FWD,Everton,3.5,3650885,Beto,FWD,5.5,35826
Vlachodimos,,,,,,,Vlachodimos,Odisseas Vlachodimos,03df04ff,,,Vlachodimos,GK,Nott'm Forest,3.5,,,,,34450
